Name	Group	Profile	Enabled	Action	Override	Program	Local Address	Remote Address	Protocol	Local Port	Remote Port	Authorized Computers	Authorized Local Principals	Local User Owner	PolicyAppId	Application Package	
Core Networking - Multicast Listener Done (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Local subnet	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Multicast Listener Query (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Local subnet	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Multicast Listener Report (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Local subnet	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Multicast Listener Report v2 (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Local subnet	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Neighbor Discovery Advertisement (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Any	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Neighbor Discovery Solicitation (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Any	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Packet Too Big (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Any	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Parameter Problem (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Any	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Router Advertisement (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	fe80::/64	Local subnet, ff02::1, fe80::/64	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Router Solicitation (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Local subnet, ff02::2, fe80::/64	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking - Teredo (UDP-Out)	Core Networking	All	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Core Networking - Time Exceeded (ICMPv6-Out)	Core Networking	All	Yes	Allow	No	System	Any	Any	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking Diagnostics - ICMP Echo Request (ICMPv4-Out)	Core Networking Diagnostics	Private, Public	No	Allow	No	System	Any	Local subnet	ICMPv4	Any	Any	Any	Any	Any	None	Any	
Core Networking Diagnostics - ICMP Echo Request (ICMPv4-Out)	Core Networking Diagnostics	Domain	No	Allow	No	System	Any	Any	ICMPv4	Any	Any	Any	Any	Any	None	Any	
Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)	Core Networking Diagnostics	Domain	No	Allow	No	System	Any	Any	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)	Core Networking Diagnostics	Private, Public	No	Allow	No	System	Any	Local subnet	ICMPv6	Any	Any	Any	Any	Any	None	Any	
Desktop App Web Viewer	Desktop App Web Viewer	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Win32WebViewHost_cw5n1h2txyewy	
Connected User Experiences and Telemetry	DiagTrack	All	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	Any	443	Any	Any	Any	None	Any	
Distributed Transaction Coordinator (TCP-Out)	Distributed Transaction Coordinator	Domain	No	Allow	No	%SystemRoot%\system32\msdtc.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Distributed Transaction Coordinator (TCP-Out)	Distributed Transaction Coordinator	Private, Public	No	Allow	No	%SystemRoot%\system32\msdtc.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Email and accounts	Email and accounts	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.AccountsControl_cw5n1h2txyewy	
Feedback Hub	Feedback Hub	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe	
File and Printer Sharing (Echo Request - ICMPv4-Out)	File and Printer Sharing	Domain	No	Allow	No	System	Any	Any	ICMPv4	Any	Any	Any	Any	Any	None	Any	
File and Printer Sharing (Echo Request - ICMPv4-Out)	File and Printer Sharing	Private, Public	No	Allow	No	System	Any	Local subnet	ICMPv4	Any	Any	Any	Any	Any	None	Any	
File and Printer Sharing (Echo Request - ICMPv6-Out)	File and Printer Sharing	Private, Public	No	Allow	No	System	Any	Local subnet	ICMPv6	Any	Any	Any	Any	Any	None	Any	
File and Printer Sharing (Echo Request - ICMPv6-Out)	File and Printer Sharing	Domain	No	Allow	No	System	Any	Any	ICMPv6	Any	Any	Any	Any	Any	None	Any	
File and Printer Sharing (LLMNR-UDP-Out)	File and Printer Sharing	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	5355	Any	Any	Any	None	Any	
File and Printer Sharing (NB-Datagram-Out)	File and Printer Sharing	Domain	No	Allow	No	System	Any	Any	UDP	Any	138	Any	Any	Any	None	Any	
File and Printer Sharing (NB-Datagram-Out)	File and Printer Sharing	Private, Public	No	Allow	No	System	Any	Local subnet	UDP	Any	138	Any	Any	Any	None	Any	
File and Printer Sharing (NB-Name-Out)	File and Printer Sharing	Private, Public	No	Allow	No	System	Any	Local subnet	UDP	Any	137	Any	Any	Any	None	Any	
File and Printer Sharing (NB-Name-Out)	File and Printer Sharing	Domain	No	Allow	No	System	Any	Any	UDP	Any	137	Any	Any	Any	None	Any	
File and Printer Sharing (NB-Session-Out)	File and Printer Sharing	Domain	No	Allow	No	System	Any	Any	TCP	Any	139	Any	Any	Any	None	Any	
File and Printer Sharing (NB-Session-Out)	File and Printer Sharing	Private, Public	No	Allow	No	System	Any	Local subnet	TCP	Any	139	Any	Any	Any	None	Any	
File and Printer Sharing (SMB-Out)	File and Printer Sharing	Domain	No	Allow	No	System	Any	Any	TCP	Any	445	Any	Any	Any	None	Any	
File and Printer Sharing (SMB-Out)	File and Printer Sharing	Private, Public	No	Allow	No	System	Any	Local subnet	TCP	Any	445	Any	Any	Any	None	Any	
File and Printer Sharing (Restrictive) (Echo Request - ICMPv4-Out)	File and Printer Sharing (Restrictive)	All	No	Allow	No	System	Any	Any	ICMPv4	Any	Any	Any	Any	Any	None	Any	
File and Printer Sharing (Restrictive) (Echo Request - ICMPv6-Out)	File and Printer Sharing (Restrictive)	All	No	Allow	No	System	Any	Any	ICMPv6	Any	Any	Any	Any	Any	None	Any	
File and Printer Sharing (Restrictive) (LLMNR-UDP-Out)	File and Printer Sharing (Restrictive)	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	5355	Any	Any	Any	None	Any	
File and Printer Sharing (Restrictive) (SMB-Out)	File and Printer Sharing (Restrictive)	All	No	Allow	No	System	Any	Any	TCP	Any	445	Any	Any	Any	None	Any	
Game Bar	Game Bar	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.XboxGamingOverlay_8wekyb3d8bbwe	
Gaming Services	Gaming Services	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.GamingServices_8wekyb3d8bbwe	
Get Help	Get Help	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.GetHelp_8wekyb3d8bbwe	
iSCSI Service (TCP-Out)	iSCSI Service	Private, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
iSCSI Service (TCP-Out)	iSCSI Service	Domain	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Lenovo Companion	Lenovo Companion	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	E046963F.LenovoCompanion_k1h2ywk1493x8	
Lenovo Hotkeys	Lenovo Hotkeys	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	E0469640.LenovoUtility_5grkq8ppsgwt4	
Mail and Calendar	Mail and Calendar	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	microsoft.windowscommunicationsapps_8wekyb3d8bbwe	
mDNS (UDP-Out)	mDNS	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	5353	Any	Any	Any	None	Any	
mDNS (UDP-Out)	mDNS	Public	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	5353	Any	Any	Any	None	Any	
mDNS (UDP-Out)	mDNS	Domain	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	UDP	Any	5353	Any	Any	Any	None	Any	
Media Center Extenders - Device Provisioning (TCP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\ehome\mcx2prov.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Media Center Extenders - Device Validation (TCP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\ehome\mcrmgr.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Media Center Extenders - Media Streaming (TCP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Media Center Extenders - Media Streaming (UDP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	1900	Any	Any	Any	Any	None	Any	
Media Center Extenders - qWave (TCP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2177	Any	Any	Any	None	Any	
Media Center Extenders - qWave (UDP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	2177	Any	Any	Any	None	Any	
Media Center Extenders - RTSP (TCP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\ehome\ehshell.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Media Center Extenders - Service (TCP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Media Center Extenders - SSDP (UDP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Media Center Extenders - UPnP (TCP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-Out)	Media Center Extenders	All	No	Allow	No	%SystemRoot%\ehome\ehshell.exe	Any	Local subnet	UDP	Any	Any	Any	Any	Any	None	Any	
Microsoft 365 (Office)	Microsoft 365 (Office)	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe	
Microsoft Content	Microsoft Content	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy	
Microsoft Edge	Microsoft Edge	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	S-1-5-21-3761877551-2328681871-3594665660-500	None	Microsoft.MicrosoftEdge_8wekyb3d8bbwe	
Microsoft Family	Microsoft Family	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	MicrosoftCorporationII.MicrosoftFamily_8wekyb3d8bbwe	
Microsoft Family Safety	Microsoft Family Safety	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.ParentalControls_cw5n1h2txyewy	
Microsoft Journal	Microsoft Journal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.MicrosoftJournal_8wekyb3d8bbwe	
Microsoft Journal	Microsoft Journal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.MicrosoftJournal_8wekyb3d8bbwe	
Microsoft Journal	Microsoft Journal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.MicrosoftJournal_8wekyb3d8bbwe	
Microsoft Journal	Microsoft Journal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.MicrosoftJournal_8wekyb3d8bbwe	
Microsoft Journal	Microsoft Journal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.MicrosoftJournal_8wekyb3d8bbwe	
Microsoft Media Foundation Network Source OUT [TCP ALL]	Microsoft Media Foundation Network Source	All	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	554, 8554-8558	Any	Any	Any	None	Any	
Microsoft People	Microsoft People	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.People_8wekyb3d8bbwe	
Microsoft People	Microsoft People	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.People_8wekyb3d8bbwe	
Microsoft People	Microsoft People	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.People_8wekyb3d8bbwe	
Microsoft People	Microsoft People	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.People_8wekyb3d8bbwe	
Microsoft People	Microsoft People	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.People_8wekyb3d8bbwe	
Microsoft Store	Microsoft Store	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.WindowsStore_8wekyb3d8bbwe	
Microsoft To Do	Microsoft To Do	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.Todos_8wekyb3d8bbwe	
Microsoft Whiteboard	Microsoft Whiteboard	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.Whiteboard_8wekyb3d8bbwe	
Mixed Reality Portal	Mixed Reality Portal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.MixedReality.Portal_8wekyb3d8bbwe	
Mixed Reality Portal	Mixed Reality Portal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.MixedReality.Portal_8wekyb3d8bbwe	
MSN Weather	MSN Weather	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.BingWeather_8wekyb3d8bbwe	
Nahimic	Nahimic	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	A-Volute.Nahimic_w2gh52qy24etm	
Narrator	Narrator	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe	
Network Discovery (LLMNR-UDP-Out)	Network Discovery	Domain, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	5355	Any	Any	Any	None	Any	
Network Discovery (LLMNR-UDP-Out)	Network Discovery	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	5355	Any	Any	Any	None	Any	
Network Discovery (NB-Datagram-Out)	Network Discovery	Public	No	Allow	No	System	Any	Local subnet	UDP	Any	138	Any	Any	Any	None	Any	
Network Discovery (NB-Datagram-Out)	Network Discovery	Private	Yes	Allow	No	System	Any	Local subnet	UDP	Any	138	Any	Any	Any	None	Any	
Network Discovery (NB-Datagram-Out)	Network Discovery	Domain	No	Allow	No	System	Any	Any	UDP	Any	138	Any	Any	Any	None	Any	
Network Discovery (NB-Name-Out)	Network Discovery	Domain	No	Allow	No	System	Any	Any	UDP	Any	137	Any	Any	Any	None	Any	
Network Discovery (NB-Name-Out)	Network Discovery	Public	No	Allow	No	System	Any	Local subnet	UDP	Any	137	Any	Any	Any	None	Any	
Network Discovery (NB-Name-Out)	Network Discovery	Private	Yes	Allow	No	System	Any	Local subnet	UDP	Any	137	Any	Any	Any	None	Any	
Network Discovery (Pub WSD-Out)	Network Discovery	Domain, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	3702	Any	Any	Any	None	Any	
Network Discovery (Pub WSD-Out)	Network Discovery	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	3702	Any	Any	Any	None	Any	
Network Discovery (SSDP-Out)	Network Discovery	Domain, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Network Discovery (SSDP-Out)	Network Discovery	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Network Discovery (UPnPHost-Out)	Network Discovery	Domain, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2869	Any	Any	Any	None	Any	
Network Discovery (UPnPHost-Out)	Network Discovery	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2869	Any	Any	Any	None	Any	
Network Discovery (UPnP-Out)	Network Discovery	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2869	Any	Any	Any	None	Any	
Network Discovery (UPnP-Out)	Network Discovery	Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2869	Any	Any	Any	None	Any	
Network Discovery (UPnP-Out)	Network Discovery	Domain	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	Any	2869	Any	Any	Any	None	Any	
Network Discovery (WSD Events-Out)	Network Discovery	Domain	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	Any	5357	Any	Any	Any	None	Any	
Network Discovery (WSD Events-Out)	Network Discovery	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	5357	Any	Any	Any	None	Any	
Network Discovery (WSD Events-Out)	Network Discovery	Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	5357	Any	Any	Any	None	Any	
Network Discovery (WSD EventsSecure-Out)	Network Discovery	Domain	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	Any	5358	Any	Any	Any	None	Any	
Network Discovery (WSD EventsSecure-Out)	Network Discovery	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	5358	Any	Any	Any	None	Any	
Network Discovery (WSD EventsSecure-Out)	Network Discovery	Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	5358	Any	Any	Any	None	Any	
Network Discovery (WSD-Out)	Network Discovery	Domain, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	3702	Any	Any	Any	None	Any	
Network Discovery (WSD-Out)	Network Discovery	Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	3702	Any	Any	Any	None	Any	
News	News	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.BingNews_8wekyb3d8bbwe	
NVIDIA Control Panel	NVIDIA Control Panel	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	NVIDIACorp.NVIDIAControlPanel_56jybvy8sckqj	
OfficePushNotificationsUtility	OfficePushNotificationsUtility	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.OfficePushNotificationUtility_8wekyb3d8bbwe	
Print Queue	Print Queue	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.PrintQueueActionCenter_cw5n1h2txyewy	
Proximity sharing over TCP (TCP sharing-Out)	Proximity Sharing	All	Yes	Allow	No	%SystemRoot%\system32\proximityuxhost.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Recommended Troubleshooting Client (HTTP/HTTPS Out)	Recommended Troubleshooting	All	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	Any	80, 443	Any	Any	Any	None	Any	
Remote Assistance (PNRP-Out)	Remote Assistance	Domain, Private	Yes	Allow	No	%systemroot%\system32\svchost.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Remote Assistance (PNRP-Out)	Remote Assistance	Public	No	Allow	No	%systemroot%\system32\svchost.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Remote Assistance (RA Server TCP-Out)	Remote Assistance	Domain	Yes	Allow	No	%SystemRoot%\system32\raserver.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Remote Assistance (SSDP TCP-Out)	Remote Assistance	Domain, Private	Yes	Allow	No	System	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Remote Assistance (SSDP UDP-Out)	Remote Assistance	Domain, Private	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Remote Assistance (TCP-Out)	Remote Assistance	Public	No	Allow	No	%SystemRoot%\system32\msra.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Remote Assistance (TCP-Out)	Remote Assistance	Domain, Private	Yes	Allow	No	%SystemRoot%\system32\msra.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Routing and Remote Access (GRE-Out)	Routing and Remote Access	All	No	Allow	No	System	Any	Any	GRE	Any	Any	Any	Any	Any	None	Any	
Routing and Remote Access (L2TP-Out)	Routing and Remote Access	All	No	Allow	No	System	Any	Any	UDP	Any	1701	Any	Any	Any	None	Any	
Routing and Remote Access (PPTP-Out)	Routing and Remote Access	All	No	Allow	No	System	Any	Any	TCP	Any	1723	Any	Any	Any	None	Any	
Spotify - Music and Podcasts	Spotify - Music and Podcasts	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	SpotifyAB.SpotifyMusic_zpdnekdrzrea0	
Start	Start	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy	
Store Experience Host	Store Experience Host	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.StorePurchaseApp_8wekyb3d8bbwe	
TPM Virtual Smart Card Management (TCP-Out)	TPM Virtual Smart Card Management	Domain	No	Allow	No	%SystemRoot%\system32\RmtTpmVscMgrSvr.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
TPM Virtual Smart Card Management (TCP-Out)	TPM Virtual Smart Card Management	Private, Public	No	Allow	No	%SystemRoot%\system32\RmtTpmVscMgrSvr.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
WhatsApp	WhatsApp	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	5319275A.WhatsAppDesktop_cv1g1gvanyjgm	
Widgets Platform Runtime	Widgets Platform Runtime	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe	
Wi-Fi Direct Network Discovery (Out)	Wi-Fi Direct Network Discovery	Public	Yes	Allow	No	%SystemRoot%\system32\dashost.exe	Any	Any	Any	Any	Any	Any	S-1-5-92-3339056971-1291069075-3798698925-2882100687-0	Any	None	Any	
Wi-Fi Direct Scan Service Use (Out)	Wi-Fi Direct Network Discovery	Public	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	Any	Any	Any	Any	Any	Any	None	Any	
Wi-Fi Direct Spooler Use (Out)	Wi-Fi Direct Network Discovery	Public	Yes	Allow	No	%SystemRoot%\system32\spoolsv.exe	Any	Any	Any	Any	Any	Any	Any	Any	None	Any	
Windows Calculator	Windows Calculator	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.WindowsCalculator_8wekyb3d8bbwe	
Windows Camera	Windows Camera	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.WindowsCamera_8wekyb3d8bbwe	
Windows Clock	Windows Clock	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	KRISH\krish	None	Microsoft.WindowsAlarms_8wekyb3d8bbwe	
Windows Collaboration Computer Name Registration Service (PNRP-Out)	Windows Collaboration Computer Name Registration Service	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	UDP	Any	3540	Any	Any	Any	None	Any	
Windows Collaboration Computer Name Registration Service (SSDP-Out)	Windows Collaboration Computer Name Registration Service	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Windows Default Lock Screen	Windows Default Lock Screen	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.LockApp_cw5n1h2txyewy	
Windows Defender SmartScreen	Windows Defender SmartScreen	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy	
Windows Device Management Certificate Installer (TCP out)	Windows Device Management	All	Yes	Allow	No	%SystemRoot%\system32\dmcertinst.exe	Any	Any	TCP	49152-65535	Any	Any	Any	Any	None	Any	
Windows Device Management Device Enroller (TCP out)	Windows Device Management	All	Yes	Allow	No	%SystemRoot%\system32\deviceenroller.exe	Any	Any	TCP	49152-65535	80, 443	Any	Any	Any	None	Any	
Windows Device Management Enrollment Service (TCP out)	Windows Device Management	All	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	49152-65535	Any	Any	Any	Any	None	Any	
Windows Device Management Sync Client (TCP out)	Windows Device Management	All	Yes	Allow	No	%SystemRoot%\system32\omadmclient.exe	Any	Any	TCP	49152-65535	Any	Any	Any	Any	None	Any	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.Client.Photon_cw5n1h2txyewy	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.Client.CBS_cw5n1h2txyewy	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.LKG.TwinSxS_cw5n1h2txyewy	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.Client.FileExp_cw5n1h2txyewy	
